"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"reshape","C:/Users/jtolbert/Documents/R/win-library/3.5","0.8.8",,"R (>= 2.6.1)","plyr",,,,"MIT + file LICENSE",,,,,"yes","3.5.2"
"reshape2","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.3",,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"reticulate","C:/Users/jtolbert/Documents/R/win-library/3.5","1.13",,"R (>= 3.0)","utils, graphics, jsonlite, Rcpp (>= 0.12.7), Matrix","Rcpp","testthat, knitr, callr, rmarkdown",,"Apache License 2.0",,,,,"yes","3.5.3"
"rex","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.2",,,"magrittr, lazyeval",,"testthat, knitr, rmarkdown, dplyr, ggplot2, Hmisc, stringr,
rvest, roxygen2, covr",,"MIT + file LICENSE",,,,,"no","3.5.2"
"Rfacebook","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.15",,"R (>= 2.12.0), httr, rjson, httpuv",,,,,"GPL-2",,,,,"no","3.5.2"
"RForcecom","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1",,"R (>= 3.1.0)","XML, httr, plyr, methods, RCurl, utils",,"testthat",,"Apache License 2.0",,,,,"no","3.5.3"
"rgdal","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4-4",,"R (>= 3.3.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","sp",,,"GPL (>= 2)",,,,,"yes","3.5.3"
"rgeos","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5-1",,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",,"GPL (>= 2)",,,,,"yes","3.5.3"
"rgexf","C:/Users/jtolbert/Documents/R/win-library/3.5","0.15.3",,"XML, Rook, igraph",,,,,"GPL (>= 3)",,,,,"yes","3.5.2"
"RgoogleMaps","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.4",,"R (>= 2.10)","graphics, stats, utils, grDevices, methods, png",,"PBSmapping, maptools, sp, loa, RColorBrewer, leaflet",,"GPL",,,,,"no","3.5.3"
"rio","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.16",,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, hexView, jsonlite, readODS (>= 1.6.4), readr,
rmatio, xml2 (>= 1.2.0), yaml",,"GPL-2",,,,,"no","3.5.2"
"rJava","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9-11",,"R (>= 2.5.0), methods",,,,,"GPL-2",,,,,"yes","3.5.3"
"rjson","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.20",,"R (>= 3.1.0)",,,,,"GPL-2",,,,,"yes","3.5.2"
"RJSONIO","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-1.2",,,"methods",,,,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.3"
"rlang","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4.0",,"R (>= 3.2.0)",,,"covr, crayon, magrittr, methods, pillar, rmarkdown, testthat
(>= 2.0.0)",,"GPL-3",,,,,"yes","3.5.3"
"rlecuyer","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3-4",,,,,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"rmapcounties","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.0",,,"tidyverse, magrittr, leaflet, curl, muadc, purrr",,"knitr, rmarkdown",,"GPL v. 3.0 or later",,,,,"no","3.5.2"
"RMariaDB","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.6",,"R (>= 2.8.0)","bit64, DBI (>= 1.0.0), hms, methods, Rcpp (>= 0.12.4)","BH, plogr, Rcpp","DBItest, rprojroot, testthat",,"GPL-2",,,,,"yes","3.5.2"
"rmarkdown","C:/Users/jtolbert/Documents/R/win-library/3.5","1.15.1",,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), base64enc, jsonlite, mime, tinytex
(>= 0.11), xfun, methods, stringr (>= 1.2.0)",,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble,
fs, pkgdown, callr (>= 2.0.0)",,"GPL-3",,,,,"no","3.5.2"
"rmdformats","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.5",,,"knitr, rmarkdown, bookdown, htmltools, questionr",,,,"GPL (>= 2)",,,,,"no","3.5.2"
"rmsfact","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.3",,,,,,,"GPL-3",,,,,"no","3.5.2"
"rmutil","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.3",,"R (>= 1.4)",,,,,"GPL-2",,,,,"yes","3.5.2"
"RMySQL","C:/Users/jtolbert/Documents/R/win-library/3.5","0.10.17",,"R (>= 2.8.0), DBI (>= 0.4)","methods",,"RMariaDB, testthat, curl",,"GPL-2",,,,,"yes","3.5.3"
"RNetCDF","C:/Users/jtolbert/Documents/R/win-library/3.5","1.9-1",,"R (>= 2.5.0)",,,,,"GPL (>= 2) | file LICENSE",,,,,"yes","3.5.2"
"rngtools","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4",,"R (>= 3.2.0), methods, pkgmaker (>= 0.20)","stringr, digest, utils, stats, parallel",,"covr, RUnit, testthat",,"GPL-3",,,,,"no","3.5.3"
"ROAuth","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.6",,"R (>= 2.12.0)","RCurl, digest, methods",,,,"Artistic-2.0",,,,,"no","3.5.2"
"robustbase","C:/Users/jtolbert/Documents/R/win-library/3.5","0.93-5",,"R (>= 3.1.0)","stats, graphics, utils, methods, DEoptimR",,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt",,"GPL (>= 2)",,,,,"yes","3.5.3"
"ROCR","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0-7",,"gplots, methods",,,,,"GPL (>= 2)",,,,,"no","3.5.2"
"Rook","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1-1",,"R (>= 2.13.0)","utils, tools, methods, brew",,,,"GPL-2",,,,,"yes","3.5.2"
"ROSE","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0-3",,,,,"MASS, nnet, rpart, tree",,"GPL-2",,,,,"no","3.5.2"
"roxygen2","C:/Users/jtolbert/Documents/R/win-library/3.5","6.1.1",,"R (>= 3.1)","brew, commonmark, desc (>= 1.2.0), digest, methods, pkgload
(>= 1.0.2), purrr, R6 (>= 2.1.2), Rcpp (>= 0.11.0), stringi,
stringr (>= 1.0.0), utils, xml2","Rcpp","covr, devtools, knitr, rmarkdown, testthat (>= 0.8.0)",,"GPL (>= 2)",,,,,"yes","3.5.2"
"rpart","C:/Users/jtolbert/Documents/R/win-library/3.5","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",,,"survival",,"GPL-2 | GPL-3",,,,,"yes","3.5.3"
"RPostgreSQL","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6-2",,"R (>= 2.9.0), methods, DBI (>= 0.3)",,,,,"GPL-2 | file LICENSE",,,,,"yes","3.5.2"
"rprojroot","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-2",,"R (>= 3.0.0)","backports",,"testthat, mockr, knitr, withr, rmarkdown",,"GPL-3",,,,,"no","3.5.2"
"rredis","C:/Users/jtolbert/Documents/R/win-library/3.5","1.7.0",,,,,"RUnit",,"Apache License (>= 2.0)",,,,,"yes","3.5.2"
"rsample","C:/Users/jtolbert/Documents/R/win-library/3.5","0.0.5",,"R (>= 3.1), tidyr","dplyr, purrr, tibble, rlang (>= 0.4.0), methods, generics,
utils, tidyselect, furrr",,"ggplot2, testthat, rmarkdown, knitr, AmesHousing, recipes (>=
0.1.4), broom",,"GPL-2",,,,,"no","3.5.3"
"rsconnect","C:/Users/jtolbert/Documents/R/win-library/3.5","0.8.15",,"R (>= 3.0.0)","curl, jsonlite, openssl, packrat (>= 0.4.8-1), rstudioapi (>=
0.5), yaml (>= 2.1.5)",,"RCurl, callr, httpuv, knitr, plumber (>= 0.3.2), reticulate,
rmarkdown (>= 1.1), shiny, sourcetools, testthat, xtable",,"GPL-2",,,,,"no","3.5.3"
"RSelenium","C:/Users/jtolbert/Documents/R/win-library/3.5","1.7.5",,"R (>= 3.0.0)","XML, methods, caTools, tools, utils, openssl, httr, wdman(>=
0.2.2), binman",,"testthat, knitr, Rcompression, covr, rmarkdown",,"AGPL-3",,,,,"no","3.5.2"
"RSQLite","C:/Users/jtolbert/Documents/R/win-library/3.5","2.1.2",,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.0.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","BH, plogr (>= 0.2.0), Rcpp","DBItest, knitr, rmarkdown, testthat",,"LGPL (>= 2)",,,,,"yes","3.5.3"
"rstan","C:/Users/jtolbert/Documents/R/win-library/3.5","2.19.2",,"R (>= 3.4.0), StanHeaders (> 2.18.1), ggplot2 (>= 2.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), loo (>= 2.0.0), pkgbuild","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>= 1.69.0),
StanHeaders (> 2.18.1)","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.66), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",,"GPL (>= 3)",,,,,"yes","3.5.3"
"rstanarm","C:/Users/jtolbert/Documents/R/win-library/3.5","2.18.2",,"R (>= 3.4.0), Rcpp (>= 0.12.0), methods","bayesplot (>= 1.5.0), ggplot2 (>= 2.2.1), lme4 (>= 1.1-8), loo
(>= 2.0.0), Matrix (>= 1.2-13), nlme (>= 3.1-124), rstan (>=
2.18.1), rstantools (>= 1.4.0), shinystan (>= 2.3.0), stats,
survival (>= 2.40.1), utils","StanHeaders (>= 2.18.0), rstan (>= 2.18.1), BH (>= 1.66.0),
Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0)","betareg, data.table (>= 1.10.0), digest, gridExtra, HSAUR3,
knitr (>= 1.15.1), MASS, mgcv (>= 1.8-13), rmarkdown, roxygen2,
testthat (>= 1.0.2)",,"GPL (>= 3)",,,,,"yes","3.5.3"
"rstantools","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.0",,,"stats, utils, Rcpp (>= 0.12.16), desc",,"rstan (>= 2.17.2), usethis (>= 1.5.1), testthat (>= 2.0.0),
knitr, pkgbuild, pkgload, roxygen2 (>= 6.0.1), rmarkdown,
rstudioapi",,"GPL (>= 3)",,,,,"no","3.5.2"
"rstudioapi","C:/Users/jtolbert/Documents/R/win-library/3.5","0.10",,,,,"testthat, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"no","3.5.3"
"Rttf2pt1","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.7",,"R (>= 2.15)",,,,,"file LICENSE","yes",,,,"yes","3.5.2"
"rtweet","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.9",,"R (>= 3.1.0)","httr (>= 1.3.0), jsonlite (>= 0.9.22), magrittr (>= 1.5.0),
tibble (>= 1.3.4), utils, progress, Rcpp, httpuv","Rcpp","ggplot2, knitr, magick, openssl, readr, rmarkdown, testthat
(>= 2.1.0), webshot, covr, igraph",,"MIT + file LICENSE",,,,,"yes","3.5.3"
"RUnit","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4.32",,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",,,"XML (>= 3.1.0)",,"GPL-2",,,,,"no","3.5.2"
"rusps","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.1",,,"XML
, xml2
, dplyr
, tidyr
, purrr
, httr
, jsonlite",,,,"GPL3",,,,,,"3.5.1"
"rversions","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.0",,,"curl, xml2 (>= 1.0.0), utils",,"mockery, testthat",,"MIT + file LICENSE",,,,,"no","3.5.3"
"rvest","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.4",,"R (>= 3.2), xml2","httr (>= 0.5), magrittr, selectr",,"covr, knitr, png, rmarkdown, spelling, stringi (>= 0.3.1),
testthat",,"GPL-3",,,,,"no","3.5.3"
"salesforcer","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.3",,"R (>= 3.5.0)","methods (>= 3.5.0), XML (>= 3.98-1.19), httr (>= 1.4.0), dplyr
(>= 0.8.0), xml2 (>= 1.2.0), readr (>= 1.3.1), data.table (>=
1.12.0), jsonlite, purrr, lubridate",,"knitr, testthat, rmarkdown, here, RForcecom",,"MIT + file LICENSE",,,,,"no","3.5.3"
"samplesize","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2-4",,,,,,,"GPL (>= 2)",,,,,"no","3.5.2"
"sandwich","C:/Users/jtolbert/Documents/R/win-library/3.5","2.5-1",,"R (>= 2.10.0)","stats, utils, zoo",,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",,"GPL-2 | GPL-3",,,,,"no","3.5.3"
"satellite","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.1",,"R (>= 2.10), raster, methods, utils, stats, grDevices,
graphics","plyr, Rcpp (>= 0.10.3), tools, stats4","Rcpp","devtools, knitr, rgdal, testthat, rmarkdown",,"GPL (>= 3) | file LICENSE",,,,,"yes","3.5.2"
"scales","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.0",,"R (>= 3.1)","labeling, munsell (>= 0.5), R6, RColorBrewer, Rcpp,
viridisLite","Rcpp","dichromat, bit64, covr, hms, testthat (>= 2.0)",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"scatterplot3d","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3-41",,"R (>= 2.7.0)","grDevices, graphics, stats",,,,"GPL-2",,,,,"no","3.5.2"
"selectr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4-1",,"R (>= 3.0)","methods, stringr, R6",,"testthat, XML, xml2",,"BSD_3_clause + file LICENCE",,,,,"no","3.5.2"
"semver","C:/Users/jtolbert/Documents/R/win-library/3.5","0.2.0",,,"Rcpp (>= 0.12.8), assertthat, utils","Rcpp","testthat, covr, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"seriation","C:/Users/jtolbert/Documents/R/win-library/3.5","1.2-8",,"R (>= 2.14.0)","TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",,"biclust, testthat, DendSer, GA",,"GPL-3",,,,,"yes","3.5.2"
"sessioninfo","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.1",,,"cli, tools, utils, withr",,"callr, covr, mockery, testthat",,"GPL-2",,,,,"no","3.5.2"
"sf","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7-7",,"methods, R (>= 3.3.0)","classInt (>= 0.2-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), stats, tools, units (>= 0.6-0),
utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.1-5), maps, maptools, mapview, microbenchmark, odbc, pillar,
pool, raster, rgdal, rgeos, rlang, rmarkdown, RPostgres (>=
1.1.0), RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat, stars
(>= 0.2-0), testthat, tibble (>= 1.4.1), tidyr (>= 0.7-2),
tidyselect, tmap (>= 2.0)",,"GPL-2 | MIT + file LICENSE",,,,,"yes","3.5.3"
"sfsmisc","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1-4",,"R (>= 3.2.0)","grDevices, methods, utils, stats",,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice","GPL (>= 2)",,,,,"no","3.5.3"
"sgeostat","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0-27",,"stats, grDevices, graphics, R (>= 2.0.0)",,,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"shiny","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3.2",,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.0), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest, htmltools (>= 0.3.6), R6 (>= 2.0),
sourcetools, later (>= 0.7.2), promises (>= 1.0.1), tools,
crayon, rlang",,"datasets, Cairo (>= 1.5-5), testthat, knitr (>= 1.6),
markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0), magrittr",,"GPL-3 | file LICENSE",,,,,"no","3.5.3"
"shinydashboard","C:/Users/jtolbert/Documents/R/win-library/3.5","0.7.1",,"R (>= 3.0)","utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",,,,"GPL (>= 2) | file LICENSE",,,,,"no","3.5.2"
"shinyjs","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0",,"R (>= 3.1.0)","digest (>= 0.6.8), htmltools (>= 0.2.9), jsonlite, shiny (>=
1.0.0)",,"knitr (>= 1.7), rmarkdown, shinyAce, testthat (>= 0.9.1), V8
(>= 0.6)",,"AGPL-3",,,,,"no","3.5.3"
"shinystan","C:/Users/jtolbert/Documents/R/win-library/3.5","2.5.0",,"R (>= 3.1.0), shiny (>= 1.0.3)","bayesplot (>= 1.5.0), colourpicker, DT (>= 0.2), dygraphs (>=
1.1.1.2), ggplot2 (>= 2.1.1), gridExtra, gtools, markdown (>=
0.7.4), methods, reshape2, rsconnect (>= 0.4.2), rstan (>=
2.17.1), stats, shinyjs (>= 0.6.0), shinythemes (>= 1.0.1),
threejs (>= 0.2.1), utils, xtable, xts (>= 0.9-7)",,"coda, knitr (>= 1.9), rmarkdown (>= 0.8.1), rstanarm (>=
2.17.4), testthat",,"GPL (>= 3)",,,,,"no","3.5.3"
"shinythemes","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.2",,"R (>= 3.0.0)","shiny (>= 0.11)",,,,"GPL-3 | file LICENSE",,,,,"no","3.5.3"
"skimr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0.7",,"R (>= 3.1.2)","cli, dplyr (>= 0.7), magrittr, pander, purrr, rlang, stats,
stringr (>= 1.1), knitr (>= 1.2), tibble (>= 0.6), tidyr (>=
0.7), tidyselect (>= 0.2.4)",,"extrafont, rmarkdown, testthat (>= 2.0.0), withr, covr",,"GPL-3",,,,,"no","3.5.3"
"slam","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1-45",,"R (>= 3.4.0)","stats",,,"Matrix, SparseM, spam","GPL-2",,,,,"yes","3.5.2"
"smbinning","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9",,"R (>= 3.2.0),sqldf,partykit,Formula","gsubfn",,,,"GPL (>= 2)",,,,,"no","3.5.3"
"snakecase","C:/Users/jtolbert/Documents/R/win-library/3.5","0.11.0",,"R (>= 3.2)","stringr, stringi",,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",,"GPL-3",,,,,"no","3.5.3"
"snow","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4-3",,"R (>= 2.13.1), utils",,,"Rmpi,rlecuyer,nws",,"GPL",,,,,"no","3.5.2"
"SnowballC","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.0",,,,,,,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.2"
"snowfall","C:/Users/jtolbert/Documents/R/win-library/3.5","1.84-6.1",,"R (>= 2.10), snow",,,"Rmpi",,"GPL",,,,,"no","3.5.2"
"sodium","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1",,,,,"knitr, rmarkdown",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"sourcetools","C:/Users/jtolbert/Documents/R/win-library/3.5","0.1.7",,"R (>= 3.0.2)",,,"testthat",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"sp","C:/Users/jtolbert/Documents/R/win-library/3.5","1.3-1",,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",,"RColorBrewer, rgdal (>= 0.8-7), rgeos (>= 0.3-13), gstat,
maptools, deldir",,"GPL (>= 2)",,,,,"yes","3.5.2"
"spark","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0.0",,,"clisymbols (>= 1.2.0),
methods,
utils",,"covr,
crayon,
mockr,
testthat",,"MIT + file LICENSE",,,,,,"3.5.0"
"sparkline","C:/Users/jtolbert/Documents/R/win-library/3.5","2.0",,,"htmltools, htmlwidgets (>= 0.8)",,"formattable, knitr, rmarkdown, shiny",,"MIT + file LICENSE",,,,,"no","3.5.2"
"SparseM","C:/Users/jtolbert/Documents/R/win-library/3.5","1.77",,"R (>= 2.15), methods","graphics, stats, utils",,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"sparsepp","C:/Users/jtolbert/Documents/R/win-library/3.5","1.22",,,,,"Rcpp",,"BSD_3_clause + file LICENSE",,,,,"no","3.5.3"
"spatial","C:/Users/jtolbert/Documents/R/win-library/3.5","7.3-11","recommended","R (>= 3.0.0), graphics, stats, utils",,,"MASS",,"GPL-2 | GPL-3",,,,,"yes","3.5.2"
"spatstat","C:/Users/jtolbert/Documents/R/win-library/3.5","1.60-1",,"R (>= 3.3.0), spatstat.data (>= 1.4-0), stats, graphics,
grDevices, utils, methods, nlme, rpart","spatstat.utils (>= 1.13-0), mgcv, Matrix, deldir (>= 0.0-21),
abind, tensor, polyclip (>= 1.10-0), goftest",,"sm, maptools, gsl, locfit, spatial, rpanel, tkrplot,
RandomFields (>= 3.1.24.1), RandomFieldsUtils(>= 0.3.3.1),
fftwtools (>= 0.9-8)",,"GPL (>= 2)",,,,,"yes","3.5.3"
"spatstat.data","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4-0",,"R (>= 3.3.0)","spatstat.utils",,"spatstat (>= 1.55-0)",,"GPL (>= 2)",,,,,"no","3.5.2"
"spatstat.utils","C:/Users/jtolbert/Documents/R/win-library/3.5","1.13-0",,"R (>= 3.3.0), stats, graphics, grDevices, utils, methods",,,"spatstat",,"GPL (>= 2)",,,,,"yes","3.5.2"
"spData","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3.0",,"R (>= 3.3.0)",,,"foreign, maptools, raster, rgdal, sf, sp, spDataLarge (>=
0.3.0), spdep",,"CC0",,,,,"no","3.5.2"
"splancs","C:/Users/jtolbert/Documents/R/win-library/3.5","2.01-40",,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",,,,"GPL (>= 2)",,,,,"yes","3.5.2"
"splashr","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6.0",,"R (>= 3.2.0)","xml2, curl, httr, dplyr, purrr, stats, utils, stevedore,
magick, scales, formatR, openssl, stringi, HARtools, jsonlite,
lubridate",,"testthat, tibble, jpeg, png, covr, knitr, rmarkdown",,"MIT + file LICENSE",,,,,"no","3.5.3"
"splitstackshape","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.8",,"R (>= 2.10)","data.table (>= 1.9.4)",,"covr, testthat",,"GPL-3",,,,,"no","3.5.3"
"sqldf","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4-11",,"R (>= 3.1.0), gsubfn (>= 0.6), proto, RSQLite","DBI, chron",,"RH2, RMySQL, RPostgreSQL, svUnit, tcltk, MASS",,"GPL-2",,,,,"no","3.5.2"
"SQUAREM","C:/Users/jtolbert/Documents/R/win-library/3.5","2017.10-1",,"R (>= 3.0)",,,"setRNG",,"GPL (>= 2)",,,,,"no","3.5.2"
"stabs","C:/Users/jtolbert/Documents/R/win-library/3.5","0.6-3",,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0), QUIC,
TH.data, hdi, testthat, knitr, rmarkdown, igraph, huge",,"GPL-2",,,,,"no","3.5.2"
"StanHeaders","C:/Users/jtolbert/Documents/R/win-library/3.5","2.19.0",,"R (>= 3.4.0)",,,"Rcpp, RcppEigen, BH, knitr (>= 1.15.1), rmarkdown, Matrix,
methods, rstan",,"BSD_3_clause + file LICENSE",,,,,"yes","3.5.3"
"stars","C:/Users/jtolbert/Documents/R/win-library/3.5","0.3-1",,"R (>= 3.3.0), abind, sf (>= 0.7-3)","methods, parallel, classInt (>= 0.2-2), rlang, units",,"PCICt, RNetCDF (>= 1.8-2), covr, dplyr (>= 0.7-0),
future.apply, ggforce, ggplot2, ggthemes, gstat, httr,
jsonlite, knitr, lwgeom, maps, ncmeta (>= 0.0.3), pbapply, plm,
raster, rmarkdown, sp, spacetime, testthat, viridis, xts, zoo,
starsdata",,"Apache License",,,,,"no","3.5.3"
"stevedore","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.1",,,"crayon, curl (>= 2.3.0), jsonlite, yaml (>= 2.1.18)",,"knitr, openssl, redux, reticulate, rmarkdown, testthat, withr",,"MIT + file LICENSE",,,,,"no","3.5.3"
"stopwords","C:/Users/jtolbert/Documents/R/win-library/3.5","1.0",,"R (>= 2.10)","ISOcodes",,"covr, lintr, quanteda, spelling, testthat",,"MIT + file LICENSE",,,,,"no","3.5.3"
"streamR","C:/Users/jtolbert/Documents/R/win-library/3.5","0.4.5",,"R (>= 2.12.0), RCurl, rjson, ndjson",,,"ROAuth (>= 0.9.0)",,"GPL-2",,,,,"no","3.5.2"
"stringdist","C:/Users/jtolbert/Documents/R/win-library/3.5","0.9.5.2",,"R (>= 2.15.3)","parallel",,"tinytest",,"GPL-3",,,,,"yes","3.5.3"
"stringi","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.3",,"R (>= 2.14)","tools, utils, stats",,,,"file LICENSE","yes",,,,"yes","3.5.3"
"stringr","C:/Users/jtolbert/Documents/R/win-library/3.5","1.4.0",,"R (>= 3.1)","glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",,"GPL-2 | file LICENSE",,,,,"no","3.5.2"
"striprtf","C:/Users/jtolbert/Documents/R/win-library/3.5","0.5.2",,"R (>= 3.0)","magrittr, Rcpp, stringr, utils","Rcpp","testthat",,"MIT + file LICENSE",,,,,"yes","3.5.2"
"strucchange","C:/Users/jtolbert/Documents/R/win-library/3.5","1.5-1",,"R (>= 2.10.0), zoo, sandwich","graphics, stats",,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",,"GPL-2 | GPL-3",,,,,"no","3.5.2"
"styler","C:/Users/jtolbert/Documents/R/win-library/3.5","1.1.1",,,"backports (>= 1.1.0), cli (>= 1.1.0), magrittr (>= 1.0.1),
purrr (>= 0.2.3), rematch2 (>= 2.0.1), rlang (>= 0.1.1),
rprojroot (>= 1.1), tibble (>= 1.4.2), tools, withr (>= 1.0.0),
xfun (>= 0.1)",,"data.tree (>= 0.1.6), dplyr, here, knitr, prettycode,
rmarkdown, rstudioapi (>= 0.7), testthat",,"GPL-3",,,,,"no","3.5.3"
